City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
686,Grindavik,IS,66.0449,-17.3389,40.51,98,100,2.15,light rain
687,Yarada,IN,10.5669,72.642,83.34,74,59,4.88,broken clouds
688,Toulepleu,CI,4.423,-7.3528,76.93,84,100,2.19,overcast clouds
689,Mazagao,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
690,Lusambo,CD,-6.05,26.9167,70.86,93,74,2.98,broken clouds
691,Tefe,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
692,Zitlala,MX,30.4833,-115.95,67.59,60,6,20.27,clear sky
693,Zaqatala,AZ,41.6336,46.6433,54.07,58,40,11.5,scattered clouds
694,Fulitun,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
695,Port Blair,IN,10.5669,72.642,83.34,74,59,4.88,broken clouds
696,Yeppoon,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
697,Abalak,NE,13.3154,12.6113,88.43,13,82,2.68,broken clouds
698,Jonkoping,SE,57.6409,18.296,32.22,86,21,0.0,few clouds
699,Saint Joseph,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
700,Sorland,NO,70.3705,31.1107,35.58,93,75,11.5,light intensity drizzle
701,Swan Hill,AU,-37.8333,140.7667,53.51,94,100,9.22,overcast clouds
702,Envira,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
703,Erzin,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
704,Severodvinsk,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
705,Imeni Zhelyabova,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
706,Aden,YE,15.1718,44.3244,61.45,30,35,2.64,scattered clouds
707,Homer,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
708,Kalmunai,LK,8.5711,81.2335,79.54,85,20,9.55,few clouds
709,Muromtsevo,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
710,Miri,MY,3.1667,113.0333,77.41,100,40,0.0,scattered clouds
711,Pocatello,US,41.3712,-73.414,49.53,45,97,1.99,overcast clouds
712,Caucaia,BR,-30.1811,-50.2056,67.5,69,100,10.36,overcast clouds
713,Yining,IT,46.6166,10.7002,49.08,82,15,3.96,few clouds
714,Aleksandrov Gay,RU,71.6872,128.8694,-7.92,99,77,2.04,broken clouds
715,Senanga,ZM,-14.97,22.6814,67.82,90,86,4.74,light rain
